agent,belief,policy,episode_id,household_id,day_index,question_id,object_id,object_class,t_query,answer_receptacle,truth_receptacle,correct,confidence,budget_before,budget_spent,budget_after,forced_answer
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,3,q0001,headphones_1,headphones,290160,counter_k1,counter_k1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,3,q0003,bowl_1,bowl,293886,entry_table_e1,entry_table_e1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,3,q0000,headphones_1,headphones,300411,counter_k1,couch_l1,False,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,3,q0002,medication_bottle_1,medication_bottle,319229,nightstand_b1,nightstand_b1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,4,q0005,book_1,book,379659,nightstand_b1,bed_b1,False,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,4,q0004,charger_1,charger,384200,counter_k1,counter_k1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,4,q0007,water_bottle_1,water_bottle,392463,counter_k1,counter_k1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,4,q0006,plate_1,plate,420621,cupboard_k1,sink_k1,False,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,5,q0008,water_bottle_1,water_bottle,476233,counter_k1,counter_k1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,5,q0011,medication_bottle_1,medication_bottle,490328,nightstand_b1,nightstand_b1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,5,q0010,remote_1,remote,498790,couch_l1,couch_l1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,5,q0009,jacket_marisol,jacket,505330,entry_hook_e1,entry_hook_e1,True,1.0,2,0,2,False
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0,hh_001,6,q0013,phone_marisol,phone,552598,ON_PERSON,counter_k1,False,1.0,2,0,2,False
